step,susceptible_status,infected_status,filtermean_virulence,ensemble,mutation_rate,virulence_init,total_infected
946,1.0,0.0,NaN,755,0.8,1.6,25.0
2119,1.0,0.0,NaN,756,0.8,1.7,58.0
925,1.0,0.0,NaN,757,0.8,1.8,88.0
20000,0.9180178733879167,0.08198212661208326,0.06718579491138553,758,0.8,1.9,24772.0
1764,1.0,0.0,NaN,759,0.8,2.0,65.0
610,1.0,0.0,NaN,760,0.0,1.0,28.0
623,1.0,0.0,NaN,761,0.0,1.1,45.0
772,1.0,0.0,NaN,762,0.0,1.2,30.0
1016,1.0,0.0,NaN,763,0.0,1.3,50.0
553,1.0,0.0,NaN,764,0.0,1.4,54.0
865,1.0,0.0,NaN,765,0.0,1.5,67.0
594,1.0,0.0,NaN,766,0.0,1.6,37.0
444,1.0,0.0,NaN,767,0.0,1.7,15.0
735,1.0,0.0,NaN,768,0.0,1.8,36.0
332,1.0,0.0,NaN,769,0.0,1.9,34.0
1241,1.0,0.0,NaN,770,0.0,2.0,103.0
471,1.0,0.0,NaN,771,0.4,1.0,25.0
1149,1.0,0.0,NaN,772,0.4,1.1,43.0
1398,1.0,0.0,NaN,773,0.4,1.2,43.0
422,1.0,0.0,NaN,774,0.4,1.3,27.0
1885,1.0,0.0,NaN,775,0.4,1.4,74.0
266,1.0,0.0,NaN,776,0.4,1.5,21.0
557,1.0,0.0,NaN,777,0.4,1.6,24.0
20000,0.9052682716182662,0.09473172838173378,0.060543405191246735,778,0.4,1.7,25046.0
263,1.0,0.0,NaN,779,0.4,1.8,11.0
2014,1.0,0.0,NaN,780,0.4,1.9,54.0
